load_center_id,connected_substation_count,active_substation_count,connected_vre_nameplate_gw,existing_dpv_local_gw,simultaneous_nameplate_interface_capacity_gw,province_code,province_name_en,province_name_zh,city_name_zh,lon,lat,annual_demand_share_in_province,initial_capacity_method
LC_156440500,16.0,4.0,3.340213267,4.688546259000001,3.340213267,44,Guangdong,广东,汕头,116.47017506924068,23.26556746904424,0.0432683070302263,simultaneous_2025_nameplate_stress_city337_route
LC_156440600,40.0,3.0,0.024999999999999998,0.006794507,0.024999999999999998,44,Guangdong,广东,佛山,113.0610800045255,22.98372627215594,0.0719140979927881,simultaneous_2025_nameplate_stress_city337_route
LC_156440700,29.0,5.0,1.835224741,1.7592e-05,1.835224741,44,Guangdong,广东,江门,112.85192958878056,22.44277125839826,0.0518544606930929,simultaneous_2025_nameplate_stress_city337_route
LC_156440800,27.0,11.0,4.632459518,13.645277942,4.632459518,44,Guangdong,广东,湛江,110.29267856259972,21.189563069274424,0.0462698577294042,simultaneous_2025_nameplate_stress_city337_route
LC_156440900,18.0,3.0,0.759831642,3.6149702260000005,0.759831642,44,Guangdong,广东,茂名,110.9395107164813,21.88412567230377,0.0304275634142921,simultaneous_2025_nameplate_stress_city337_route
LC_156441200,18.0,4.0,1.849358582,0.0,1.849358582,44,Guangdong,广东,肇庆,112.41707053867404,23.34688571916796,0.035424951253036,simultaneous_2025_nameplate_stress_city337_route
LC_156441300,35.0,3.0,1.338,0.0,1.338,44,Guangdong,广东,惠州,114.49668630068965,23.11519287964786,0.0662218638078951,simultaneous_2025_nameplate_stress_city337_route
LC_156441400,18.0,5.0,1.3097365300000001,2.0540483249999997,1.3097365300000001,44,Guangdong,广东,梅州,116.0439544060435,24.20712098628861,0.0293830940923611,simultaneous_2025_nameplate_stress_city337_route
LC_156441500,17.0,6.0,3.5133824569999996,0.020815188,3.5133824569999996,44,Guangdong,广东,汕尾,115.5115726417528,22.94895792175508,0.0232563060048113,simultaneous_2025_nameplate_stress_city337_route
LC_156441600,18.0,6.0,0.750851008,0.054821362,0.750851008,44,Guangdong,广东,河源,114.83732089813216,23.884225198381543,0.0238906203956608,simultaneous_2025_nameplate_stress_city337_route
LC_156441700,21.0,11.0,7.7609657059999995,0.6463334749999997,7.7609657059999995,44,Guangdong,广东,阳江,111.82976678279796,21.925708403016976,0.0274941166203274,simultaneous_2025_nameplate_stress_city337_route
LC_156441800,26.0,6.0,1.6245887909999999,0.0,1.6245887909999999,44,Guangdong,广东,清远,113.02023904697752,24.02059203088552,0.0370833737634994,simultaneous_2025_nameplate_stress_city337_route
LC_156441900,57.0,2.0,0.025,0.0,0.025,44,Guangdong,广东,东莞,113.87572311129094,22.93531375760856,0.0994549793958766,simultaneous_2025_nameplate_stress_city337_route
LC_156442000,39.0,3.0,0.012,0.0,0.012,44,Guangdong,广东,中山,113.384370842811,22.52046658574625,0.0507999483978333,simultaneous_2025_nameplate_stress_city337_route
LC_156445100,15.0,2.0,0.7928083869999999,3.8369574130000004,0.7928083869999999,44,Guangdong,广东,潮州,116.70440027109244,23.74462733369886,0.0251006806680057,simultaneous_2025_nameplate_stress_city337_route
