intra_edge_id,province_code,from_load_center_id,to_load_center_id,distance_km,technology,reference_capacity_gw,unit_cost_yuan_per_kw,initial_capacity_gw,candidate_method,distance_validity,initial_capacity_method
INTRA_33_LC_156330200_LC_156331000,33,LC_156330200,LC_156331000,142.88357666192576,AC_500kV,2.7599803253192565,295.6722215108002,2.32325619418787,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_33_LC_156330300_LC_156330700,33,LC_156330300,LC_156330700,151.97579871985164,AC_500kV,2.7145999075925396,306.7993524932481,1.9055840826383648,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_33_LC_156330300_LC_156331000,33,LC_156330300,LC_156331000,102.98987702408155,AC_500kV,2.97258228515047,250.46703077045763,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_33_LC_156330300_LC_156331100,33,LC_156330300,LC_156331100,96.69654080078988,AC_500kV,2.9894425249184033,244.39346904522043,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_33_LC_156330400_LC_156330500,33,LC_156330400,LC_156330500,76.80345768863683,AC_500kV,2.9894425249184033,226.82573225873796,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_33_LC_156330400_LC_156330600,33,LC_156330400,LC_156330600,90.03829797890658,AC_500kV,2.9894425249184033,238.51352290032787,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_33_LC_156330400_LC_156330900,33,LC_156330400,LC_156330900,149.54788333687094,AC_500kV,2.7266108189811655,303.7974933792949,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_33_LC_156330500_LC_156330600,33,LC_156330500,LC_156330600,119.30455501338359,AC_500kV,2.882905421125932,268.25229212421476,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_33_LC_156330600_LC_156330700,33,LC_156330600,LC_156330700,99.67553552148334,AC_500kV,2.9894425249184033,247.0242425078564,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_33_LC_156330600_LC_156330900,33,LC_156330600,LC_156330900,152.45884140449573,AC_500kV,2.712219522745306,307.39924937214056,0.4441273320000132,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_33_LC_156330700_LC_156330800,33,LC_156330700,LC_156330800,120.00081698423185,AC_500kV,2.8791641174698475,269.032684457311,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_33_LC_156330700_LC_156331000,33,LC_156330700,LC_156331000,142.6581555779568,AC_500kV,2.7611194204502403,295.4003048677963,1.6737434557986486,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_33_LC_156330700_LC_156331100,33,LC_156330700,LC_156331100,97.39394947705773,AC_500kV,2.9894425249184033,245.00935608435907,0.2935841093894491,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_33_LC_156330800_LC_156331100,33,LC_156330800,LC_156331100,115.41149097361205,AC_500kV,2.9039525267925104,263.92125245135105,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340100_LC_156340400,34,LC_156340100,LC_156340400,90.43842254500906,AC_500kV,2.9894425249184033,238.86687602409776,1.5954567030208935,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340100_LC_156340700,34,LC_156340100,LC_156340700,108.71552158957552,AC_500kV,2.9406663338877896,256.59998055169734,0.753645231227674,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340100_LC_156341100,34,LC_156340100,LC_156341100,117.2598260833984,AC_500kV,2.8939327017763636,265.97067719306426,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340100_LC_156341500,34,LC_156340100,LC_156341500,88.45313345074808,AC_500kV,2.9894425249184033,237.11365174727644,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340200_LC_156340500,34,LC_156340200,LC_156340500,51.734652326519004,AC_500kV,2.9894425249184033,204.68727480242762,4.175918124713421,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340200_LC_156340700,34,LC_156340200,LC_156340700,62.57542664043136,AC_500kV,2.9894425249184033,214.26084711571696,0.6798801001375878,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340200_LC_156341800,34,LC_156340200,LC_156341800,82.21639557867594,AC_500kV,2.9894425249184033,231.60593990969232,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340300_LC_156340400,34,LC_156340300,LC_156340400,67.89736971385418,AC_500kV,2.9894425249184033,218.9606965347051,0.8353818660788757,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340300_LC_156340600,34,LC_156340300,LC_156340600,107.29825349758364,AC_500kV,2.9485213115836237,255.07099942631262,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340300_LC_156341100,34,LC_156340300,LC_156341100,98.44176979935585,AC_500kV,2.9894425249184033,245.93469437998078,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340300_LC_156341300,34,LC_156340300,LC_156341300,98.8762879070895,AC_500kV,2.9894425249184033,246.31842070850357,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340400_LC_156341200,34,LC_156340400,LC_156341200,119.31178846349428,AC_500kV,2.8828665172047763,268.26039053970214,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340400_LC_156341500,34,LC_156340400,LC_156341500,109.0239294015402,AC_500kV,2.9389609501441902,256.93365019223717,0.8760156869526132,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340500_LC_156341100,34,LC_156340500,LC_156341100,100.68804027601419,AC_500kV,2.9855507144894102,248.0343027966743,4.587640196204596,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340500_LC_156341800,34,LC_156340500,LC_156341800,107.89840398484765,AC_500kV,2.9451914629763847,255.71757850069588,1.845959118115013,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340600_LC_156341200,34,LC_156340600,LC_156341200,141.6499491659856,AC_500kV,2.766222437433406,294.18647695778606,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340600_LC_156341300,34,LC_156340600,LC_156341300,33.43964379863042,AC_500kV,2.9894425249184033,188.53081014019293,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340600_LC_156341600,34,LC_156340600,LC_156341600,72.3463486273435,AC_500kV,2.9894425249184033,222.8896244982666,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340700_LC_156340800,34,LC_156340700,LC_156340800,101.17686801108253,AC_500kV,2.982790045037176,248.54935731855335,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340700_LC_156341000,34,LC_156340700,LC_156341000,127.81801536846882,AC_500kV,2.8376308858828643,277.9159457812185,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340700_LC_156341700,34,LC_156340700,LC_156341700,65.09874342087808,AC_500kV,2.9894425249184033,216.48920783677187,1.2230379360051629,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340700_LC_156341800,34,LC_156340700,LC_156341800,118.51730464610915,AC_500kV,2.8871439911653396,267.3720400586733,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340800_LC_156341500,34,LC_156340800,LC_156341500,123.56256739795822,AC_500kV,2.860133281541163,273.05243945654036,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156340800_LC_156341700,34,LC_156340800,LC_156341700,72.82792550690377,AC_500kV,2.9894425249184033,223.31490879506833,0.07227479860060404,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156341000_LC_156341700,34,LC_156341000,LC_156341700,96.33843067022765,AC_500kV,2.9894425249184033,244.0772191970284,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156341000_LC_156341800,34,LC_156341000,LC_156341800,122.48242240185833,AC_500kV,2.8658855975729516,271.82850767481654,1.6956217356228502,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156341200_LC_156341600,34,LC_156341200,LC_156341600,70.93737885822988,AC_500kV,2.9894425249184033,221.64535231057454,0.2321153257273365,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_34_LC_156341300_LC_156341600,34,LC_156341300,LC_156341600,102.72607960085108,AC_500kV,2.9740644841348702,250.1872797624076,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_35_LC_156350100_LC_156350300,35,LC_156350100,LC_156350300,75.51431144718691,AC_500kV,2.9894425249184033,225.687277162492,1.2476890182375562,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_35_LC_156350100_LC_156350500,35,LC_156350100,LC_156350500,145.72030523674766,AC_500kV,2.745703981982121,299.1103718206717,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_35_LC_156350100_LC_156350700,35,LC_156350100,LC_156350700,178.04668455338523,AC_500kV,2.5903956207451295,340.45616193009494,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_35_LC_156350100_LC_156350900,35,LC_156350100,LC_156350900,109.30120234004592,AC_500kV,2.937428923873037,257.23392553691394,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_35_LC_156350200_LC_156350300,35,LC_156350200,LC_156350300,129.73692263493422,AC_500kV,2.827566850403167,280.1308145402081,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_35_LC_156350200_LC_156350500,35,LC_156350200,LC_156350500,58.58649528719157,AC_500kV,2.9894425249184033,210.73819073922735,0.40377516845163797,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_35_LC_156350200_LC_156350600,35,LC_156350200,LC_156350600,60.82469834607505,AC_500kV,2.9894425249184033,212.71476530997066,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_35_LC_156350200_LC_156350800,35,LC_156350200,LC_156350800,147.91021618069362,AC_500kV,2.7347562495737794,301.7852923922888,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_35_LC_156350300_LC_156350400,35,LC_156350300,LC_156350400,172.665027685614,AC_500kV,2.615334278850475,333.2934648072504,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_35_LC_156350300_LC_156350500,35,LC_156350300,LC_156350500,71.16359162973869,AC_500kV,2.9894425249184033,221.8451225726904,2.151309233407701,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_35_LC_156350300_LC_156350900,35,LC_156350300,LC_156350900,183.7134989943865,AC_500kV,2.564518260119594,348.12075803373796,1.0865507510641796,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_35_LC_156350400_LC_156350700,35,LC_156350400,LC_156350700,128.52082992895689,AC_500kV,2.833938897141259,278.7255845405526,0.986543147157434,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_35_LC_156350400_LC_156350800,35,LC_156350400,LC_156350800,127.24322352714753,AC_500kV,2.8406554830925277,277.2551393898574,0.24084663480719692,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_35_LC_156350500_LC_156350600,35,LC_156350500,LC_156350600,117.54131348036294,AC_500kV,2.892411072867643,266.28387486101906,1.8263178184285676,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_35_LC_156350600_LC_156350800,35,LC_156350600,LC_156350800,125.71044805878604,AC_500kV,2.848743687319582,275.4989270015587,0.31901464057481954,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_35_LC_156350700_LC_156350900,35,LC_156350700,LC_156350900,151.11978501659328,AC_500kV,2.7188257691874456,305.73843280624754,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360100_LC_156360200,36,LC_156360100,LC_156360200,140.56453314316943,AC_500kV,2.7717315559689104,292.88394943905223,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360100_LC_156360400,36,LC_156360100,LC_156360400,91.08181598605275,AC_500kV,2.9894425249184033,239.4350617878972,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360100_LC_156360600,36,LC_156360100,LC_156360600,120.05830567350422,AC_500kV,2.8788555162698874,269.09719841332156,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360100_LC_156360900,36,LC_156360100,LC_156360900,111.13131355139562,AC_500kV,2.9273452132112188,259.22277743383984,1.5715163298354007,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360100_LC_156361000,36,LC_156360100,LC_156361000,120.37207762713062,AC_500kV,2.877172008718618,269.44952612240684,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360200_LC_156360400,36,LC_156360200,LC_156360400,148.3762802627924,AC_500kV,2.732434529242019,302.3569132953512,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360200_LC_156360600,36,LC_156360200,LC_156360600,110.77908441171547,AC_500kV,2.9292821472076382,258.8390623196593,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360200_LC_156361100,36,LC_156360200,LC_156361100,72.46092146811803,AC_500kV,2.9894425249184033,222.99080466718559,1.756031579506677,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360300_LC_156360500,36,LC_156360300,LC_156360500,107.47755558152447,AC_500kV,2.9475259233367495,255.26403774390408,0.5743728338928009,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360300_LC_156360700,36,LC_156360300,LC_156360700,244.6565816423406,AC_500kV,2.309522568148001,438.66532323332916,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360300_LC_156360800,36,LC_156360300,LC_156360800,117.92739144796077,AC_500kV,2.8903259120978104,266.71391285651003,0.20514720341939974,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360300_LC_156360900,36,LC_156360300,LC_156360900,122.7574982083151,AC_500kV,2.864419112753709,272.13979641701167,1.337489585836023,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360400_LC_156360900,36,LC_156360400,LC_156360900,162.5820427659961,AC_500kV,2.6630301431386116,320.1760174807338,1.796393812837084,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360500_LC_156360700,36,LC_156360500,LC_156360700,234.50886922640694,AC_500kV,2.3491685465282726,422.54150521581715,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360500_LC_156360800,36,LC_156360500,LC_156360800,92.72808448171546,AC_500kV,2.9894425249184033,240.8888943310294,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360500_LC_156360900,36,LC_156360500,LC_156360900,35.36408303198949,AC_500kV,2.9894425249184033,190.23029743045504,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360500_LC_156361000,36,LC_156360500,LC_156361000,148.25820499804155,AC_500kV,2.7330224547923256,302.21201807490127,0.956407633792459,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360600_LC_156361000,36,LC_156360600,LC_156361000,89.46403932710491,AC_500kV,2.9894425249184033,238.00639060789558,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360600_LC_156361100,36,LC_156360600,LC_156361100,69.48965361962244,AC_500kV,2.9894425249184033,220.3668548656277,0.5020486764183705,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360700_LC_156360800,36,LC_156360700,LC_156360800,144.38899757101987,AC_500kV,2.7523906228036052,297.4930432582322,0.04880151697418178,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156360800_LC_156360900,36,LC_156360800,LC_156360900,128.0890367428529,AC_500kV,2.8362063535481297,278.2279456599113,0.0,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
INTRA_36_LC_156361000_LC_156361100,36,LC_156361000,LC_156361100,158.90271319999312,AC_500kV,2.680755369363818,315.48692441024036,0.849379512587578,within_province_mst_plus_3_nearest_neighbours_geodesic,within_AC500_source_range,2025_simultaneous_wind_solar_hydro_nameplate_spatial_balance_proxy; thermal_nuclear_biomass_allocated_by_city_demand_share
